--PJHxphWEs	0	240000	240000
--aE2O5G5WE	1	240000	240000
--cB2ZVjpnA	2	240000	240000
--aaILOrkII	3	240000	240000
-0DLPzsiXXE	4	240000	240000
--ekDLDTUXA	5	240000	240000
-0DdlOuIFUI	6	240000	240000
-0SdAVK79lg	7	240000	240000
-1LrH01Ei1w	8	240000	240000
-0O3e95y4gE	9	240000	240000
-28U1_qW0sU	10	240000	240000
-0mjrMposBM	11	240000	240000
-11LhdJgBb8	12	240000	240000
-1iKLvsRBbE	13	240000	240000
-2PDE7hUArE	14	240000	240000
-275_wTLm-4	15	216000	216324
-2hQKCE-oTI	16	240000	240000
-2X03mO3T_U	17	240000	240000
-30H9V1IKps	18	228000	228262
-3IGxVTJvgI	19	240000	240000
-38Qgsbh7NQ	20	240000	240000
-3hKkjKmIGE	21	240000	240000
-3HYdaJyF4U	22	240000	240000
-3pPrlCm6gg	23	240000	240000
-3IYpJfLVJk	24	240000	240000
-4NLarMj4xU	25	240000	240000
-4xJv59_zcA	26	240000	240000
-4hZyOdm7EI	27	240000	240000
-4RWqM0UCCY	28	240000	240000
-5-vmt2iKT0	29	240000	240000
-5DdYkYOjy0	30	240000	240000
-5GhUbDLYkQ	31	228000	228450
-5Jlimvsuwo	32	240000	240000
-5S70zOSw30	33	240000	240000
-5Kk-m7BmiE	34	234000	234564
-5f6hjZf9Yw	35	240000	240000
-60XojQWWoc	36	240000	240000
-6QGvxvaTkI	37	240000	240000
-5xOcMJpTUk	38	240000	240000
-64xnyOswXA	39	240000	240000
-6RN8skIHU4	40	240000	240000
-693sNKI3iM	41	240000	240000
-6krAYK2LLo	42	240000	240000
-6gC_nlUBfA	43	240000	240000
-6pcgdLfb_A	44	240000	240000
-70wVF5u-gg	45	240000	240000
-6x2PtSRfJU	46	240000	240000
-70MzkgSsHQ	47	240000	240000
-7J4109yM7w	48	240000	240000
-76P3VHPuus	49	240000	240000
-75IwDlkzDQ	50	240000	240000
-7QVE8o9uk4	51	240000	240000
-7ye24UFRng	52	240000	240000
-7z662AsuTE	53	240000	240000
-7wUQP6G5EQ	54	240000	240000
-8Ezw9946g8	55	240000	240000
-8S_tLKfeJg	56	240000	240000
-8CrCItCO24	57	240000	240000
-8_HpHg6nCw	58	240000	240000
-8H4GKg-mYQ	59	240000	240000
-8n2NqDFRko	60	240000	240000
-8fQePz4FcE	61	240000	240000
-99daJhXYJY	62	240000	240000
-9Nl3LZBCOo	63	240000	240000
-92cYmTgIjM	64	240000	240000
-9ME9qMgkeY	65	240000	240000
-9c1c8G_WO8	66	229000	229268
-9ek6eO0RtI	67	240000	240000
-9wxcZf43a4	68	240000	240000
-ASYwidRD7M	69	240000	240000
-A0MTi2NMGI	70	240000	240000
-Ar7D-GARhI	71	240000	240000
-AIrHVeCgtM	72	240000	240000
-AswFDuOptQ	73	240000	240000
-BIMKnb3tlo	74	240000	240000
-BqpAyCLh7U	75	240000	240000
-B3_mFE3pog	76	240000	240000
-BxQ9nkrId4	77	240000	240000
-By_0iIghuE	78	240000	240000
-BwM5Va6XFg	79	240000	240000
-CUp_Tmg2Y0	80	240000	240000
-C5dEU4zpJg	81	240000	240000
-CIxoobEubQ	82	240000	240000
-CHMeZVAe2s	83	240000	240000
-DNkAalo7og	84	240000	240000
-CniGkDLq-Y	85	240000	240000
-DBcp6YGi6k	86	240000	240000
-CgdUiJaNdU	87	240000	240000
-DWRAxaH_RY	88	240000	240000
-DLL8LaKq-c	89	216000	216324
-DZMYxyB6L8	90	240000	240000
-DcMk015qSA	91	240000	240000
-D_ljLTbCK0	92	240000	240000
-DeAdhYKbGE	93	240000	240000
-Dtir74TiUM	94	240000	240000
-Dj2PfPmynQ	95	240000	240000
-Dl-VzBPd9E	96	240000	240000
-DvxsHG1tuo	97	240000	240000
-EDGR1davAc	98	240000	240000
-ECK_BisOLM	99	240000	240000
-E013cWxoMo	100	240000	240000
-EDhb2m8qhk	101	240000	240000
-EFS2mihxs0	102	240000	240000
-ETHxO8vrAg	103	240000	240000
-En5nC5Tka4	104	240000	240000
-F8ZP9sXcKM	105	218000	218724
-ETSfElMyNc	106	240000	240000
-FFx68qSAuY	107	240000	240000
-FT5MbWPCzg	108	240000	240000
-FEPOSP7ay0	109	240000	240000
-Fby-7z_JpE	110	185000	185604
-FlvaZQOr2I	111	240000	240000
-FYyJ2sAWk4	112	240000	240000
-G3Ph35cTy0	113	240000	240000
-GDC7PuqdOM	114	240000	240000
-G_hnfp4a0M	115	240000	240000
-GbQWmFzVdY	116	240000	240000
-GREE8GdRrc	117	240000	240000
-GiRtQZlnbw	118	240000	240000
-H7l8OjHID4	119	240000	240000
-GlZ819IHfE	120	240000	240000
-HLoD4GWMtw	121	223000	223524
-H5kC4WsuI8	122	240000	240000
-HN5kqCKpEA	123	240000	240000
-HlS6jz-f0I	124	240000	240000
-JBvPwxaVVg	125	240000	240000
-HnNrGtKXp4	126	240000	240000
-Hav5URxl74	127	240000	240000
-J0H5ah1G7A	128	240000	240000
-HvtS74RG8w	129	240000	240000
-ItCGHv_9Gs	130	236000	236004
-IWlQN6cfe4	131	240000	240000
-JKLmqDk9p8	132	240000	240000
-JOKwS64mRU	133	240000	240000
-JVWfFPBl84	134	240000	240000
-JbPonixXS4	135	240000	240000
-Jam3cjbeFQ	136	240000	240000
-JfpacjZWyw	137	240000	240000
-JuVh6islEI	138	240000	240000
-K-k1pxeRtQ	139	240000	240000
-K4R9SXZZsk	140	240000	240000
-KaRoM5LnHc	141	240000	240000
-Jie0k7xUIk	142	240000	240000
-L44JqysUy8	143	240000	240000
-KengzYsTkk	144	240000	240000
-LB1RoVe8Xc	145	240000	240000
-L68XDzhn2g	146	240000	240000
-LBl0UeKNyU	147	240000	240000
-KiAK66YwW8	148	240000	240000
-M-6VinyMiY	149	240000	240000
-MZx1np1Ddc	150	240000	240000
-Mu1AWT_x54	151	240000	240000
-M_5w6KKfgQ	152	240000	240000
-MfaG0whPJc	153	240000	240000
-NC5li0b4eY	154	240000	240000
-MtYGIr-o08	155	240000	240000
-N2reaP4SoI	156	240000	240000
-NPqCu4DyAM	157	240000	240000
-NwuLeOWpLk	158	240000	240000
-O842QWtymw	159	137000	137124
-NmjCyqIavI	160	240000	240000
-NutOdeXH8s	161	240000	240000
-O9mnfC61Ac	162	240000	240000
-ODqYMQFwsY	163	240000	240000
-ODzHayGHvk	164	240000	240000
-OIGA3xjYyQ	165	240000	240000
-OYfLX-2kmU	166	240000	240000
-OaOY7-71ME	167	240000	240000
-PFO-nCfRq0	168	192000	192804
-Q9WotFs1MI	169	240000	240000
-OylLzMa0d0	170	240000	240000
-QSNQGKiGT4	171	240000	240000
-QE9dqhf_D8	172	240000	240000
-QVqh513RxQ	173	232000	232164
-QivqOnaPIc	174	240000	240000
-QcXMPUNMeM	175	240000	240000
-R9gJXtS07g	176	240000	240000
-R0267o4lLk	177	240000	240000
-RIzfomIqZc	178	240000	240000
-RRi3QktLdc	179	240000	240000
-RPKtQIGBOY	180	240000	240000
-RAdrtCW1hI	181	240000	240000
-RZ01HFrafg	182	228000	228324
-RfUo7Hb8TE	183	240000	240000
-Rl7NZwtVmA	184	240000	240000
-RlXse804I0	185	240000	240000
-RsGz8XRZUM	186	240000	240000
-SD9DkKyOrY	187	240000	240000
-Ry1YNVPPCM	188	233000	233604
-T4GeTHKtJQ	189	240000	240000
-S-Cn-IKlQw	190	225000	225924
-T-ZI1MZ44g	191	240000	240000
-TJe1_ECCwM	192	220000	220644
-TNmWwhsnzs	193	240000	240000
-Tea8DpWZQM	194	236000	236004
-ToQFT3M-Vg	195	240000	240000
-UNPp3fEWSE	196	240000	240000
-TvUb8THUq4	197	240000	240000
-U3Xh6Fsw50	198	240000	240000
