12000	1
18000	1
20000	1
25000	2
26000	1
28000	1
33000	1
35000	1
37000	1
41000	1
42000	1
43000	1
44000	1
45000	1
46000	1
48000	2
49000	1
51000	2
53000	1
54000	1
56000	1
57000	1
58000	2
60000	1
66000	1
68000	2
71000	2
72000	4
73000	4
74000	3
75000	1
76000	1
78000	1
80000	2
81000	1
86000	1
87000	1
88000	1
91000	1
93000	2
94000	1
95000	1
96000	6
97000	1
98000	1
99000	1
102000	1
103000	1
104000	3
105000	3
106000	1
108000	3
109000	1
110000	1
113000	3
115000	1
116000	2
117000	2
118000	1
119000	1
120000	4
121000	2
122000	3
123000	1
125000	3
126000	1
127000	2
128000	1
129000	1
130000	3
131000	2
132000	1
134000	1
135000	2
137000	1
139000	1
140000	3
142000	3
143000	1
144000	6
145000	2
146000	1
147000	3
148000	1
149000	3
150000	3
151000	2
152000	5
153000	1
154000	1
155000	4
156000	5
157000	4
158000	2
161000	1
162000	1
163000	2
164000	5
165000	2
168000	3
169000	2
170000	2
171000	3
172000	1
174000	2
175000	1
176000	1
178000	2
179000	1
180000	1
181000	4
182000	1
185000	5
186000	4
187000	2
188000	1
190000	3
192000	6
193000	4
194000	2
195000	1
196000	3
197000	1
198000	1
199000	2
201000	1
202000	2
205000	2
206000	3
207000	2
208000	1
209000	1
210000	2
211000	1
212000	3
213000	3
214000	3
215000	29
216000	94
217000	81
218000	58
219000	39
220000	30
221000	29
222000	36
223000	44
224000	74
225000	42
226000	31
227000	35
228000	49
229000	50
230000	49
231000	35
232000	38
233000	36
234000	32
235000	36
236000	56
237000	46
238000	27
239000	55
240000	17288
